content_raw,content_clean,language,account_type,account_category,post_type,retweet,source_file,provisional_label,keyword_hits,strong_hits,medium_hits,reject_hits,strong_hit_count,medium_hit_count,reject_hit_count,match_score,final_label,review_decision,review_notes
Panasonic first-quarter profit falls 7 percent as housing tech sales decline  #tech,Panasonic first-quarter profit falls 7 percent as housing tech sales decline #tech,English,news,NewsFeed,,0,IRAhandle_tweets_7.csv,Economy & Business,"['\\bsales\\b', '\\bprofit\\b']","['\\bsales\\b', '\\bprofit\\b']",[],[],2,0,0,24,,,
LIV Sotheby’s International Realty releases mid-year Micro Market Report showing signs of real estate growth con... https://t.co/ABbwZkJT1U https://t.co/KkuZyD5b6U,LIV Sotheby’s International Realty releases mid-year Micro Market Report showing signs of real estate growth con...,English,local,NewsFeed,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bmarket\\b', '\\breal estate\\b']","['\\bmarket\\b', '\\breal estate\\b']",[],[],2,0,0,24,,,
Should ABC be Punished for Reporting FAKE NEWS that caused the Stock Market to Tank? https://t.co/Ke0h08V5lz,Should ABC be Punished for Reporting FAKE NEWS that caused the Stock Market to Tank?,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
Pot-stocks Weekly Webcast Cannabis business news and chart discussion every Saturday QhYTnrwdNp @Potstocks1 http://t.co/yqpd8uFHjo,Pot-stocks Weekly Webcast Cannabis business news and chart discussion every Saturday QhYTnrwdNp,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bbusiness\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
"Job growth to slow in California, but no recession on horizon: forecast https://t.co/mJIEFeNWS3 #business","Job growth to slow in California, but no recession on horizon: forecast #business",English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bjob\\b']",[],[],2,0,0,24,,,
Looking for a new job? Four things to know about technology and hiring  #business,Looking for a new job? Four things to know about technology and hiring #business,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Economy & Business,"['\\bbusiness\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bjob\\b']",[],[],2,0,0,24,,,
Market Snapshot U.S stocks set for sharp losses with Greece on brink of default dlvr.itBMNfqX @TopFiveTraders http://t.co/W6tB5yZPxZ,Market Snapshot U.S stocks set for sharp losses with Greece on brink of default dlvr.itBMNfqX,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bstocks\\b']","['\\bmarket\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
"#America must embrace #fracking technology as tax cut, defense policy, jobs program, economic stimulus, inflation fighter, OPEC tamer","#America must embrace #fracking technology as tax cut, defense policy, jobs program, economic stimulus, inflation fighter, OPEC tamer",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomic\\b', '\\bjobs\\b']","['\\beconomic\\b', '\\bjobs\\b']",[],[],2,0,0,24,,,
Limited stock haha. There gonna go up even more in price soon. Same with the 750s @AdmirM19 @FirstName_Galo @Deeverz http://t.co/YdMeltz51Y,Limited stock haha. There gonna go up even more in price soon. Same with the 750s,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstock\\b', '\\bprice\\b']","['\\bstock\\b', '\\bprice\\b']",[],[],2,0,0,24,,,
"EMERGING MARKETS-Latam currencies, stocks slide after Brexit vote: By Bruno Federowski     SA... https://t.co/qQW7lmOJMU via @josephjett","EMERGING MARKETS-Latam currencies, stocks slide after Brexit vote: By Bruno Federowski SA... via",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarkets\\b', '\\bstocks\\b']","['\\bmarkets\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
PLEASE KINDLY RESTOCK BTS NOW2 ITS ALREADY OUT OF STOCK TOO FAST WE NEED MORE THE STOCKS WERENT ENOUGH PLEASE AND THANKYOU @dunvirkin,PLEASE KINDLY RESTOCK BTS NOW2 ITS ALREADY OUT OF STOCK TOO FAST WE NEED MORE THE STOCKS WERENT ENOUGH PLEASE AND THANKYOU,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstock\\b', '\\bstocks\\b']","['\\bstock\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
You know you live in the sticks when the rock station on the radio plays the market stocks. @jsndacruz @GNietoNieto http://t.co/mEMPY9yk92,You know you live in the sticks when the rock station on the radio plays the market stocks.,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bstocks\\b']","['\\bmarket\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
China stocks extend rout as Shanghai index prepares for bear market - Shanghai China 上海 @ShanghaiBeat @davidymlim83 http://t.co/VMVNh5BpZy,China stocks extend rout as Shanghai index prepares for bear market - Shanghai China 上海,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bstocks\\b']","['\\bmarket\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
Kohl's faces a fight as it tries to block key exec from taking new job  #business,Kohl's faces a fight as it tries to block key exec from taking new job #business,English,local,NewsFeed,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bjob\\b']","['\\bbusiness\\b', '\\bjob\\b']",[],[],2,0,0,24,,,
"If Trump has no impact on the economy, then why did news about Michael Flynn cause markets to fall? That would seem to indicate that investors have faith in POTUS, and want him to stay in charge.","If Trump has no impact on the economy, then why did news about Michael Flynn cause markets to fall? That would seem to indicate that investors have faith in POTUS, and want him to stay in charge.",English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\beconomy\\b', '\\bmarkets\\b']","['\\beconomy\\b', '\\bmarkets\\b']",[],[],2,0,0,24,,,
Goo.glMJGKhL China's Tumbling Stocks Are Set to Wallop Economy Or Not - Bloom goo.glkDYIrl @5FingaDiscountz http://t.co/DhBluJoVed,Goo.glMJGKhL China's Tumbling Stocks Are Set to Wallop Economy Or Not - Bloom goo.glkDYIrl,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\beconomy\\b', '\\bstocks\\b']","['\\beconomy\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
#mar RT alozrasT: 💥ANOTHER RECORD💥 Stock Market REACHES 8TH straight ALL TIME HIGH  .POTUS  So MUCH #Winning‼️ #RealPresident #MAGA🇺🇸 …,#mar RT alozrasT: 💥ANOTHER RECORD💥 Stock Market REACHES 8TH straight ALL TIME HIGH .POTUS So MUCH #Winning‼️ #RealPresident #MAGA🇺🇸 …,English,Right,RightTroll,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
.@AlvedaCKing: Why didn't Sen Warren read the letter when my aunt Coretta said immigration would be bad for the African-American job market? https://t.co/1kTzEjWXnC,. : Why didn't Sen Warren read the letter when my aunt Coretta said immigration would be bad for the African-American job market?,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bjob\\b']","['\\bmarket\\b', '\\bjob\\b']",[],[],2,0,0,24,,,
"Thinkorswimmers - today's Swim Lesson - ""Home on the Range: Trading Stocks that are Channeling"" - 10:30 - noon CT. http://t.co/USKdaGXeHZ","Thinkorswimmers - today's Swim Lesson - ""Home on the Range: Trading Stocks that are Channeling"" - 10:30 - noon CT.",English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstocks\\b', '\\btrading\\b']","['\\bstocks\\b', '\\btrading\\b']",[],[],2,0,0,24,,,
Foley & Lardner adapting to technological change and expanding in global economy  #business,Foley & Lardner adapting to technological change and expanding in global economy #business,English,local,NewsFeed,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\beconomy\\b', '\\bbusiness\\b']","['\\beconomy\\b', '\\bbusiness\\b']",[],[],2,0,0,24,,,
"#top RT LouDobbs: Amazing to Watch! POTUS Keeps His Promises, Brings More and More Jobs and Investment Back to USA… https://t.co/C8hTeIqmT7","#top RT LouDobbs: Amazing to Watch! POTUS Keeps His Promises, Brings More and More Jobs and Investment Back to USA…",English,Right,RightTroll,,0,IRAhandle_tweets_5.csv,Economy & Business,"['\\bjobs\\b', '\\binvestment\\b']","['\\bjobs\\b', '\\binvestment\\b']",[],[],2,0,0,24,,,
Do market/economic forces determine content of gospel music? Do we sing about what sells rather than what's the gospel? #Church2Club,Do market/economic forces determine content of gospel music? Do we sing about what sells rather than what's the gospel? #Church2Club,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Economy & Business,"['\\beconomic\\b', '\\bmarket\\b']","['\\beconomic\\b', '\\bmarket\\b']",[],[],2,0,0,24,,,
Seattle  WA  Times-Business: Stocks end mostly lower as Greece debt deadline approaches @CNNMoneyInvest @DessTayaban http://t.co/MLikBrwshJ,Seattle WA Times-Business: Stocks end mostly lower as Greece debt deadline approaches,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bbusiness\\b', '\\bstocks\\b']","['\\bbusiness\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
A worthy investment by the Schultz Family Foundation in youth job training  #local,A worthy investment by the Schultz Family Foundation in youth job training #local,English,local,NewsFeed,,0,IRAhandle_tweets_7.csv,Economy & Business,"['\\bjob\\b', '\\binvestment\\b']","['\\bjob\\b', '\\binvestment\\b']",[],[],2,0,0,24,,,
Leaked CIA travel guidelines make good common-sense business travel tips—for spies and sales managers alike https://t.co/BygMOM4DZ5,Leaked CIA travel guidelines make good common-sense business travel tips—for spies and sales managers alike,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusiness\\b', '\\bsales\\b']","['\\bbusiness\\b', '\\bsales\\b']",[],[],2,0,0,24,,,
"What The Price by Migos, teaches us about economic growth, hyperinflation &amp; poverty. And y'all still thinking Migos aren't lyrical rappers??","What The Price by Migos, teaches us about economic growth, hyperinflation and poverty. And y'all still thinking Migos aren't lyrical rappers??",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_6.csv,Economy & Business,"['\\beconomic\\b', '\\bprice\\b']","['\\beconomic\\b', '\\bprice\\b']",[],[],2,0,0,24,,,
"mitchellvii icare4america16 Anything happens to Trump, US businesses won't bode well. Price of gas will skyrocket… https://t.co/yxXfIJRgXS","mitchellvii icare4america16 Anything happens to Trump, US businesses won't bode well. Price of gas will skyrocket…",English,Right,RightTroll,,0,IRAhandle_tweets_2.csv,Economy & Business,"['\\bbusinesses\\b', '\\bprice\\b']","['\\bbusinesses\\b', '\\bprice\\b']",[],[],2,0,0,24,,,
#jobb Wall Street Journal FORCED to Admit Key Trump Jobs Policy is WORKING! https://t.co/nmjoxc1Bzc #job https://t.co/E1r5Uq4K2C,#jobb Wall Street Journal FORCED to Admit Key Trump Jobs Policy is WORKING! #job,English,Right,RightTroll,,0,IRAhandle_tweets_4.csv,Economy & Business,"['\\bjobs\\b', '\\bjob\\b']","['\\bjobs\\b', '\\bjob\\b']",[],[],2,0,0,24,,,
Check out my Sale ?? 1000 business cards $49 ?? https://t.co/mPO5Th8F4J  908-964-7777 ?? SAME DAY Print Avail. https://t.co/mvYqwIjJDN,Check out my Sale ?? 1000 business cards $49 ?? 908-964-7777 ?? SAME DAY Print Avail.,English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_5.csv,Economy & Business,"['\\bbusiness\\b', '\\bsale\\b']","['\\bbusiness\\b', '\\bsale\\b']",[],[],2,0,0,24,,,
http://t.co/OzTwJgv8Pt Be forced into unemployment situations since economy blows and military is the only stable job. @youngsealions,Be forced into unemployment situations since economy blows and military is the only stable job.,English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\beconomy\\b', '\\bjob\\b']","['\\beconomy\\b', '\\bjob\\b']",[],[],2,0,0,24,,,
"""Price and value are not the we're talking about socks or stocks, I like."" -Warren Buffet @StartupSupaStar http://t.co/TRP7ZEMbiq","""Price and value are not the we're talking about socks or stocks, I like."" -Warren Buffet",English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bstocks\\b', '\\bprice\\b']","['\\bstocks\\b', '\\bprice\\b']",[],[],2,0,0,24,,,
Retail Shift Manager - Retail Shift Lea… job at Pilot Flying J Travel Ce… - Headingley https://t.co/qIoMvooCNX #Indeed #jobs,Retail Shift Manager - Retail Shift Lea… job at Pilot Flying J Travel Ce… - Headingley #Indeed #jobs,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_5.csv,Economy & Business,"['\\bjobs\\b', '\\bjob\\b']","['\\bjobs\\b', '\\bjob\\b']",[],[],2,0,0,24,,,
"'- In Puerto Rico, there's still no power.  - In Flint, people still drinking led filled water.  - In Baltimore, kids freezing in classrooms without heat.   But please tell me again how much everyone in America gains when stock market goes up. https://t.co/LnSomIPfEv'","'- In Puerto Rico, there's still no power. - In Flint, people still drinking led filled water. - In Baltimore, kids freezing in classrooms without heat. But please tell me again how much everyone in America gains when stock market goes up.",English,left,LeftTroll,,0,IRAhandle_tweets_4.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
"For Trump to match Obama's stock market performance, the Dow would have to hit about 50,000 in 2024.","For Trump to match Obama's stock market performance, the Dow would have to hit about 50,000 in 2024.",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_4.csv,Economy & Business,"['\\bmarket\\b', '\\bstock\\b']","['\\bmarket\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
'@MilwaukeeVoice Milwaukee Electric Tool to add 500 jobs with headquarters expansion  #business',' Milwaukee Electric Tool to add 500 jobs with headquarters expansion #business',English,left,LeftTroll,,0,IRAhandle_tweets_4.csv,Economy & Business,"['\\bbusiness\\b', '\\bjobs\\b']","['\\bbusiness\\b', '\\bjobs\\b']",[],[],2,0,0,24,,,
"As of 1200 noon, market recess, PSEi 7,57213 down 4992 points or 065 percent PSEi stocks @BeTrulyRichClub @weedsglass http://t.co/BKzGoKLTen","As of 1200 noon, market recess, PSEi 7,57213 down 4992 points or 065 percent PSEi stocks",English,Commercial,Commercial,,0,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bstocks\\b']","['\\bmarket\\b', '\\bstocks\\b']",[],[],2,0,0,24,,,
N.J. lawmakers: 23 cent gas tax hike for road jobs is fair trade for estate tax cut,N.J. lawmakers: 23 cent gas tax hike for road jobs is fair trade for estate tax cut,English,local,NewsFeed,,0,IRAhandle_tweets_6.csv,Economy & Business,"['\\btrade\\b', '\\bjobs\\b']","['\\btrade\\b', '\\bjobs\\b']",[],[],2,0,0,24,,,
"I pay this price for you: Haiti is open for business  May 29, 2011  Written by Ezili Dantò  I pay this price for... https://t.co/BEIbnvUMoi","I pay this price for you: Haiti is open for business May 29, 2011 Written by Ezili Dantò I pay this price for...",English,left,LeftTroll,RETWEET,1,IRAhandle_tweets_1.csv,Economy & Business,"['\\bbusiness\\b', '\\bprice\\b']","['\\bbusiness\\b', '\\bprice\\b']",[],[],2,0,0,24,,,
BREAKING : Pepsi STOCK Plummets After CEO Tells Trump Supporters to “Take Their Business Elsewhere” https://t.co/M6pkK0wTDn https://t.co/jaOCEKI9YT,BREAKING : Pepsi STOCK Plummets After CEO Tells Trump Supporters to “Take Their Business Elsewhere”,English,Right,RightTroll,,0,IRAhandle_tweets_8.csv,Economy & Business,"['\\bbusiness\\b', '\\bstock\\b']","['\\bbusiness\\b', '\\bstock\\b']",[],[],2,0,0,24,,,
Trump 2016: Because Who Needs to Talk About Iran or Black Market Fetus Sales When We Can Talk About Donald Trump #BAM #TRUECON #NORINOS,Trump 2016: Because Who Needs to Talk About Iran or Black Market Fetus Sales When We Can Talk About Donald Trump #BAM #TRUECON #NORINOS,English,Right,RightTroll,RETWEET,1,IRAhandle_tweets_1.csv,Economy & Business,"['\\bmarket\\b', '\\bsales\\b']","['\\bmarket\\b', '\\bsales\\b']",[],[],2,0,0,24,,,
